Probe	Chromosome	Start	End	Probe Strand	H3K9me2_Untreated-unique	H3K9me2_VitC-unique
Random	Y	58272841	58277840		6	2
Random	Y	59727132	59732131		0	0
Random	Y	60425171	60430170		3	6
Random	Y	60562349	60567348		0	0
Random	Y	60895631	60900630		0	1
Random	Y	61234467	61239466		0	0
Random	Y	61583762	61588761		0	0
Random	Y	63323541	63328540		0	3
Random	Y	64634538	64639537		0	0
Random	Y	67102036	67107035		0	0
Random	Y	68007321	68012320		6	9
Random	Y	68550362	68555361		4	1
Random	Y	69130990	69135989		3	3
Random	Y	69162323	69167322		0	1
Random	Y	69261506	69266505		11	26
Random	Y	69354109	69359108		8	15
Random	Y	69588965	69593964		0	0
Random	Y	69962716	69967715		1	1
Random	Y	70007088	70012087		0	1
Random	Y	71629954	71634953		2	1
Random	Y	71979425	71984424		0	2
Random	Y	73711242	73716241		1	2
Random	Y	74230746	74235745		5	12
Random	Y	74593247	74598246		17	14
Random	Y	74930595	74935594		1	2
Random	Y	75740373	75745372		7	5
Random	Y	75855720	75860719		14	25
Random	Y	76724769	76729768		0	0
Random	Y	76928633	76933632		4	0
Random	Y	77014948	77019947		0	0
Random	Y	78059969	78064968		13	25
Random	Y	78730908	78735907		2	8
Random	Y	78805613	78810612		0	6
Random	Y	79047092	79052091		3	10
Random	Y	80218663	80223662		5	7
Random	Y	81059193	81064192		14	21
Random	Y	81157535	81162534		11	19
Random	Y	81203863	81208862		9	19
Random	Y	81593741	81598740		7	21
Random	Y	82159613	82164612		10	19
Random	Y	82258827	82263826		2	7
Random	Y	82815047	82820046		9	10
Random	Y	84172300	84177299		13	24
Random	Y	84691045	84696044		13	15
Random	Y	84881702	84886701		16	37
Random	Y	84912096	84917095		12	35
Random	Y	85556354	85561353		2	2
Random	Y	85610468	85615467		1	1
Random	Y	85732026	85737025		1	6
Random	Y	85795431	85800430		0	1
Random	Y	85954688	85959687		2	3
Random	Y	86371224	86376223		8	17
Random	Y	88129760	88134759		4	18
Random	Y	88543914	88548913		17	25
Random	Y	89579552	89584551		18	31
Random	Y	89923189	89928188		24	48
Random	Y	90497855	90502854		0	4
Random	Y	91078117	91083116		0	0
Random	Y	91483808	91488807		0	0
