	VC10-Ctrl_S1.bam	VC11-Ctrl_S3.bam	VC35B-Ctrl_S5.bam	VC35C-Ctrl_S7.bam	VC10-VC_S2.bam	VC11-VC_S4.bam	VC35B-VC_S6.bam	VC35C-VC_S8.bam
2310044H10Rik	494	440	453	627	451	462	324	397
Fam71e1	0	0	0	0	0	0	0	0
Mybpc2	3	3	1	14	3	0	1	6
Spib	0	3	2	5	0	1	0	0
Pold1	814	782	843	1123	772	763	626	840
Nr1h2	378	359	315	448	344	362	276	337
Napsa	13	11	60	96	8	4	19	41
Gm15396	0	1	0	0	0	0	0	0
Kcnc3	70	72	55	78	51	63	37	50
Myh14	88	61	49	102	60	51	22	52
2310016G11Rik	0	0	0	0	0	0	0	0
Izumo2	2	0	0	0	0	0	0	0
Zfp473	225	179	165	259	160	191	95	115
Vrk3	230	197	169	228	197	223	105	158
Atf5	370	325	341	589	316	384	272	413
Nup62	1454	1318	1180	1832	1360	1408	975	1262
Il4i1	36	28	23	38	23	31	18	22
Tbc1d17	192	151	127	181	154	183	84	114
Akt1s1	284	257	196	273	192	245	154	147
Pnkp	125	101	92	139	96	140	56	105
Ptov1	754	702	609	919	666	698	495	613
Med25	767	733	605	915	698	699	488	613
Fuz	37	58	31	41	31	27	20	20
Ap2a1	1035	952	716	1072	1038	1093	604	822
Tsks	3	3	6	21	1	1	2	10
Cpt1c	341	267	139	195	271	298	84	94
Prmt1	1610	1367	1619	2609	1256	1501	1131	1777
Gm15545	27	17	19	29	17	18	14	16
Bcl2l12	54	48	44	83	48	64	40	50
Irf3	131	96	94	119	105	122	61	109
Scaf1	984	815	675	972	863	983	575	703
Rras	40	34	53	99	33	32	22	51
Prr12	1178	1013	693	985	1044	1318	539	709
Prrg2	27	18	15	30	17	17	10	22
Nosip	304	264	261	441	225	249	172	283
Rcn3	22	23	2	17	13	19	5	14
Fcgrt	3	4	1	4	2	1	1	4
Rps11	1870	1466	1347	2074	1620	1674	999	1423
Rpl13a	3122	2304	2129	4127	2302	2615	1516	2315
Flt3l	2	5	2	2	1	2	1	0
Aldh16a1	510	455	355	520	474	546	307	380
Pih1d1	229	199	189	346	183	200	149	217
Slc17a7	2	4	4	8	0	4	0	1
AC149868.1	0	0	0	0	0	0	0	0
Pth2	0	0	0	0	0	0	0	0
Ccdc155	3	2	2	2	3	5	3	3
Dkkl1	0	0	0	0	1	0	0	1
Tead2	299	240	275	483	294	285	175	315
Cd37	0	5	3	9	1	3	1	3
AC150897.1	0	0	0	0	0	0	0	2
1700039E15Rik	0	0	0	0	1	2	0	0
Trpm4	72	68	66	75	56	71	34	69
Hrc	1	0	0	0	0	1	0	0
Ppfia3	44	48	43	79	42	36	45	54
Mtag2	1	0	0	3	1	0	1	0
Lin7b	0	3	3	1	1	2	0	0
Snrnp70	1130	859	636	1201	748	964	453	690
Kcna7	1	0	1	1	3	0	0	3
Ntf5	14	15	9	14	15	16	2	13
Lhb	0	0	0	0	1	0	1	0
Ruvbl2	1201	1067	1160	1802	1035	1146	896	1268
Gys1	163	142	104	190	139	118	96	109
Ftl1	1520	1237	1068	1632	1500	1521	882	1215
Bax	937	721	752	1171	724	811	478	719
Dhdh	83	91	94	144	79	95	63	81
Tulp2	38	23	29	38	30	33	24	24
Nucb1	684	536	330	597	586	651	264	399
Ppp1r15a	259	207	174	276	184	243	133	184
Plekha4	31	20	28	54	22	28	33	26
Gm16022	1	2	6	9	3	3	0	0
Hsd17b14	326	250	242	461	222	247	162	205
0610005C13Rik	2	2	0	1	1	1	0	0
Bcat2	671	565	521	745	564	544	398	518
Fgf21	0	0	0	2	0	0	0	0
Fut1	1	2	2	0	2	0	3	3
Izumo1	1	0	0	1	0	1	0	0
Rasip1	21	21	45	57	27	12	41	29
Gm16047	0	0	0	0	0	0	0	0
Mamstr	2	0	1	1	0	0	0	1
Fut2	6	7	3	2	8	10	3	2
Sec1	16	12	6	10	16	6	8	5
Ntn5	0	0	0	0	0	0	0	0
Car11	2	2	3	3	0	2	1	0
Dbp	18	36	23	32	34	34	11	27
Sphk2	392	276	295	414	310	381	263	304
Rpl18	1213	932	903	1519	1100	1106	759	1075
Fam83e	12	18	11	6	12	25	9	5
Spaca4	0	0	0	0	0	0	0	0
Sult2b1	22	11	9	17	15	11	8	12
Lmtk3	44	51	32	60	40	58	28	36
Cyth2	399	317	315	487	354	360	211	281
Kcnj14	13	7	4	4	7	5	0	2
Grwd1	736	670	663	981	674	739	554	662
Grin2d	4	2	2	2	6	3	4	5
Kdelr1	431	328	309	450	397	354	190	293
Syngr4	1	0	0	0	0	0	0	0
Tmem143	63	64	57	101	57	78	44	74
Emp3	12	8	7	17	5	4	4	4
Ccdc114	56	40	29	46	25	51	20	44
Abcc6	0	0	0	0	0	0	0	0
Nomo1	1133	932	688	1118	926	1012	589	716
Kcnj11	0	0	0	0	0	0	0	0
Abcc8	0	0	0	0	0	0	0	0
Ush1c	0	0	0	0	0	0	0	0
Otog	0	0	0	0	1	1	0	0
Myod1	0	0	0	0	0	0	0	0
Kcnc1	0	0	0	0	1	0	0	0
Sergef	30	20	32	46	27	21	31	28
Gm15700	0	0	0	0	0	0	0	0
Tph1	0	0	0	0	0	0	0	0
Saal1	189	151	148	238	174	144	95	119
Saa3	0	0	0	0	0	0	0	0
Saa4	0	0	0	0	0	0	0	0
Saa1	0	0	0	0	0	0	0	0
Saa2	0	0	0	0	0	0	0	0
Hps5	119	87	85	104	112	109	55	77
Gtf2h1	815	630	629	1071	752	699	451	608
Ldha	1576	1355	1278	2482	793	899	580	881
Ldhc	38	25	16	13	24	35	19	31
Tsg101	168	143	132	195	137	146	85	119
Uevld	39	39	22	22	31	32	24	34
Gm9999	0	0	0	0	0	0	0	0
Spty2d1	171	123	92	156	132	166	63	80
Tmem86a	1	2	0	2	3	4	2	0
Ptpn5	0	0	0	0	0	0	0	0
Gm14377	0	0	0	0	0	0	0	0
Mrgpra6	0	0	0	0	0	0	0	0
Mrgpra9	0	0	0	0	0	0	0	0
AC163020.1	0	0	0	0	0	0	0	0
Mrgpra1	0	0	0	0	0	0	0	0
Mrgpra2a	0	0	0	0	0	0	0	0
Mrgpra2b	0	0	0	0	0	0	0	0
Mrgpra3	0	0	0	0	0	0	0	0
Mrgpra4	0	0	0	0	0	0	0	0
Mrgprx1	0	0	0	0	0	0	0	0
Mrgprb5	0	0	0	0	0	0	0	0
Mrgprb4	0	0	0	0	0	0	0	0
Mrgprb8	0	0	0	0	0	0	0	0
Mrgprb1	0	0	0	0	0	0	0	0
Mrgprx2	0	0	0	0	0	0	0	0
Mrgprb2	0	0	0	0	0	0	0	0
Mrgprb3	0	0	0	0	0	0	0	0
Zdhhc13	207	180	183	285	166	147	103	170
Csrp3	0	0	0	0	0	0	0	0
E2f8	178	138	115	167	117	143	66	107
Gm2788	0	0	0	0	0	0	0	0
Nav2	809	607	289	379	562	712	189	206
Dbx1	0	0	0	0	0	0	0	0
Htatip2	9	7	12	11	11	5	4	3
Prmt3	552	497	646	917	430	527	382	575
Slc6a5	3	5	10	9	3	6	6	3
Nell1	0	1	0	1	0	1	0	1
1700081H22Rik	0	0	0	0	0	0	0	0
Ano5	0	0	0	0	0	0	0	0
Slc17a6	0	0	0	0	0	0	0	0
Gm3200	1160	914	799	1342	917	991	598	880
Fancf	39	34	40	59	57	34	35	42
Gas2	13	13	15	17	14	9	10	20
Svip	31	46	37	48	44	29	23	29
AC113312.1	0	0	0	0	0	0	0	0
Luzp2	0	0	0	0	0	0	0	0
Siglech	2	0	0	0	0	7	0	0
Tubgcp5	295	261	254	297	234	259	153	221
Cyfip1	1443	1310	1032	1483	1283	1385	756	1016
Nipa2	359	323	321	474	327	303	202	313
A230056P14Rik	0	0	0	5	1	1	0	2
Nipa1	93	65	49	79	106	124	38	54
Gm15888	0	0	0	0	0	0	0	0
Gm15887	1686	1399	1465	2473	1417	1491	1015	1664
Herc2	1298	1198	716	1052	1284	1621	649	919
Oca2	0	0	1	0	0	2	0	0
Gabrg3	1	0	0	0	1	1	0	0
Gm9962	0	0	0	0	0	0	0	0
Gabra5	0	0	0	0	0	0	0	0
Gabrb3	71	41	33	53	45	44	33	32
Atp10a	36	20	20	23	25	33	13	13
Ube3a	847	751	625	1029	855	759	433	672
Snrpn	588	437	486	709	464	502	366	425
Snurf	130	115	110	187	111	121	78	106
Gm7367	201	170	156	312	148	185	116	183
A230006K03Rik	0	0	0	0	0	0	0	0
Ube2nl	30	20	24	37	23	19	14	20
Ndn	44	17	8	21	15	22	14	12
Magel2	0	0	0	0	0	0	0	0
Mkrn3	41	37	33	43	27	27	14	18
Peg12	14	17	17	12	11	18	5	4
Atp5l-ps1	55	45	48	99	45	40	42	61
Chrna7	10	14	16	36	6	10	11	21
Otud7a	1	2	0	3	2	0	1	0
Klf13	1437	1239	859	1245	1248	1478	700	905
AC148977.1	0	0	0	0	0	0	0	0
Gm20670	0	0	0	0	0	1	0	0
Trpm1	993	855	348	522	883	987	278	424
Mtmr10	173	185	112	192	174	203	99	151
Gm20457	3	3	3	3	3	4	3	1
Fan1	77	91	56	88	57	89	59	70
Mphosph10	661	498	381	784	452	511	241	410
Mcee	73	59	49	81	50	48	26	55
Apba2	9	4	1	1	2	6	1	0
Fam189a1	39	18	3	1	39	37	0	1
Ndnl2	268	206	164	277	226	230	138	206
Tjp1	969	740	529	834	775	837	326	408
Gm7546	0	1	0	0	0	0	0	0
BC046251	0	0	0	0	0	0	0	0
Tarsl2	33	33	16	34	31	31	10	15
Tm2d3	111	95	100	138	92	90	65	104
Gm7551	175	117	77	152	100	136	60	78
Gm20684	0	0	1	1	0	0	0	2
Pcsk6	530	453	368	546	411	470	241	376
Snrpa1	524	417	432	599	383	453	297	439
H47	212	145	133	255	152	177	85	137
Chsy1	245	189	171	266	182	164	108	152
Lrrk1	17	11	6	0	15	19	1	5
Gm10974	0	0	0	0	0	0	0	0
Aldh1a3	10	8	15	21	7	10	5	9
Asb7	274	214	139	198	202	220	112	158
Lins	62	71	61	93	58	83	47	64
Lass3	1	0	0	2	0	1	0	0
Adamts17	1	0	1	0	1	0	0	0
Lysmd4	31	33	20	33	26	30	16	28
Mef2a	113	80	74	91	81	88	56	49
Lrrc28	190	204	118	159	164	155	55	97
Ttc23	92	88	74	123	98	91	54	75
Synm	22	22	9	17	10	15	8	6
Igf1r	110	71	85	126	108	89	57	79
Pgpep1l	0	0	0	2	2	1	0	0
Gm16157	0	0	0	0	0	0	0	0
Fam169b	100	115	96	133	87	104	62	104
Gm16158	0	0	0	0	0	0	0	0
AC119271.1	0	0	0	0	0	0	0	0
Arrdc4	240	195	319	468	147	187	217	315
Nr2f2	12	5	3	3	11	10	3	2
B130024G19Rik	0	0	0	0	0	0	0	0
Gm10295	0	0	0	0	0	0	0	0
Mctp2	40	39	40	57	51	37	31	41
Rgma	264	227	145	186	253	346	108	156
Chd2	867	681	444	766	735	845	334	507
A830073O21Rik	0	0	0	0	0	0	0	0
Fam174b	10	10	5	7	3	3	0	4
Gm10619	0	0	0	0	0	0	0	0
St8sia2	13	3	0	0	22	20	0	0
Slco3a1	1	0	2	2	0	0	1	0
Gm7580	0	0	0	0	0	0	0	0
Sv2b	0	0	0	0	0	0	0	0
Gm3511	0	0	0	0	0	0	0	0
Akap13	522	418	278	308	441	505	192	204
Klhl25	148	101	87	137	112	87	73	107
Agbl1	0	0	0	0	0	0	0	0
Ntrk3	12	21	11	21	5	5	5	3
Gm9885	0	0	0	0	0	0	0	0
Mrpl46	182	123	122	234	133	144	105	127
Mrps11	142	128	124	197	130	144	92	141
Det1	88	80	80	99	76	79	58	79
Aen	1206	960	710	1077	1019	1147	576	797
Isg20	4	3	1	0	7	4	0	0
Acan	1	0	3	1	1	2	3	0
Hapln3	7	7	1	5	13	10	2	2
Mfge8	637	468	285	585	495	458	221	328
Abhd2	1273	1040	731	1104	982	1224	522	754
Rlbp1	8	6	7	15	11	4	5	10
Fanci	596	552	448	700	473	590	386	464
Polg	743	717	631	804	688	734	467	583
Rhcg	3	2	0	0	1	0	1	0
5730590G19Rik	997	934	700	1018	857	1024	531	726
Kif7	141	115	109	174	94	124	82	109
9330171B17Rik	0	0	0	0	0	0	0	0
Plin1	0	0	0	0	0	0	0	0
Pex11a	25	32	25	39	18	22	15	39
Wdr93	1	2	1	2	4	2	1	3
Mesp1	0	0	0	0	0	0	0	0
Mesp2	0	2	0	0	1	1	0	0
Anpep	35	22	22	40	21	19	12	20
Ap3s2	416	338	306	463	326	351	207	327
2610034B18Rik	34	23	28	50	23	23	22	24
Zfp710	1098	1012	732	1113	842	1068	565	761
Idh2	776	652	449	740	879	827	367	606
Sema4b	1369	1194	1108	1518	1172	1424	987	1215
Cib1	191	155	169	239	141	190	131	175
D330012F22Rik	110	87	89	102	99	122	62	86
Ttll13	1	4	4	6	5	7	0	1
Ngrn	276	216	241	398	194	182	170	245
Vps33b	117	113	97	168	147	157	100	97
Prc1	779	638	560	938	573	618	355	577
Rccd1	38	32	28	47	33	36	23	42
Unc45a	267	241	232	310	225	231	153	239
Hddc3	14	15	20	30	11	20	5	22
Man2a2	189	140	99	123	151	159	94	99
Fes	2	5	3	11	4	4	2	2
Furin	116	105	80	151	97	103	69	90
Blm	716	673	542	881	599	659	428	620
Gm17257	108	95	81	120	88	81	56	95
Crtc3	11	4	0	3	12	11	5	2
Gm15880	0	0	0	0	0	0	0	0
Iqgap1	2968	2489	1395	2169	2629	3008	1137	1572
Zscan2	3	7	7	4	9	4	9	4
Wdr73	306	258	275	391	218	287	192	303
Nmb	10	11	10	11	10	12	6	11
Sec11a	344	253	279	431	286	294	177	280
Zfp592	328	266	218	309	326	333	180	246
Alpk3	192	138	118	195	157	148	79	117
Gm16012	0	0	1	1	0	0	0	1
Slc28a1	289	234	268	328	211	250	150	173
Pde8a	243	209	157	227	293	316	158	277
Rps17	1181	888	745	1422	959	1016	562	887
Cpeb1	21	22	6	7	41	41	2	5
Ap3b2	402	315	84	148	573	540	97	149
BC048679	0	0	0	0	0	2	0	0
Fsd2	1	1	0	0	3	1	0	2
Whamm	191	138	82	142	195	171	62	91
Homer2	5	2	3	5	1	1	3	2
Fam103a1	74	61	52	82	57	40	32	50
3110040N11Rik	40	19	25	57	27	26	11	28
Btbd1	219	171	180	275	193	172	130	180
Gm10160	0	0	0	0	0	0	0	0
Tm6sf1	3	1	0	0	2	1	0	1
Hdgfrp3	12	6	7	11	2	7	6	7
Bnc1	0	0	0	0	0	0	0	0
Sh3gl3	40	17	20	28	54	63	18	18
Adamtsl3	0	0	0	0	0	0	0	0
Fam154b	1	6	0	2	2	1	0	1
Eftud1	365	286	233	297	339	373	163	202
4933406J10Rik	0	0	0	0	0	0	0	0
1700010L04Rik	0	0	0	0	0	0	0	0
Mex3b	182	121	69	130	162	157	73	116
A530021J07Rik	0	0	0	0	0	0	0	0
Gm10610	0	0	0	0	0	0	0	0
Tmc3	11	4	1	2	19	20	4	6
Gm16638	0	0	0	0	0	0	0	0
Stard5	69	38	59	89	57	49	28	57
Il16	0	0	0	0	0	0	0	0
2310044K18Rik	0	0	0	0	0	0	0	0
Gm7964	2871	2374	2092	3271	2452	2587	1589	2225
1700026D08Rik	0	0	0	0	0	0	0	0
Mesdc1	631	613	503	744	549	579	360	501
Mesdc2	554	452	478	772	491	588	366	515
9930013L23Rik	36	33	17	31	24	33	10	16
Fam108c	864	741	553	776	760	778	459	555
Arnt2	32	35	20	34	24	34	15	20
Fah	172	159	157	220	124	124	81	127
Zfand6	329	309	301	465	299	319	219	325
2610206C17Rik	1	0	0	0	0	1	0	0
Olfr291	0	0	0	0	0	0	0	0
Olfr290	0	0	0	0	0	0	0	0
Vmn2r65	0	0	0	0	0	0	0	0
Vmn2r66	0	0	0	0	0	0	0	0
Vmn2r67	0	0	0	0	0	0	0	0
Vmn2r68-ps	0	0	0	0	0	0	0	0
Vmn2r69	0	0	0	0	0	0	0	0
Vmn2r70	0	0	0	0	0	0	0	0
Vmn2r71	0	0	0	0	0	0	0	0
Vmn2r72-ps	0	0	0	0	0	0	0	0
Vmn2r73	0	0	0	0	0	0	0	0
Vmn2r74	0	0	0	0	0	0	0	0
Vmn2r75	0	0	0	0	0	0	0	0
Vmn2r76	0	0	0	0	0	0	0	0
Olfr310	0	0	0	0	0	0	0	0
Olfr309	0	0	0	0	0	0	0	0
Olfr308	0	0	0	0	0	0	0	0
Olfr307	0	0	0	0	0	0	0	0
Olfr305	0	0	0	0	0	0	0	0
Olfr304	0	0	0	0	0	0	0	0
Olfr303	0	0	0	0	0	0	0	0
Olfr301	0	0	0	0	0	0	0	0
Olfr299	0	0	0	0	0	0	0	0
Olfr298	0	0	0	0	0	0	0	0
Olfr297	0	0	0	0	0	0	0	0
Olfr295	0	0	0	0	0	0	0	0
Olfr294	0	0	0	0	0	0	0	0
Olfr293	1	0	0	0	1	3	0	0
Olfr292	0	0	0	0	1	0	0	0
Folh1	1	1	0	1	12	22	2	2
Vmn2r77	0	0	0	0	0	0	0	0
Vmn2r78	0	0	0	0	0	0	0	0
Vmn2r79	0	0	0	0	0	0	0	0
Nox4	9	13	6	10	11	14	3	4
Tyr	0	0	0	0	0	0	0	0
Grm5	0	0	0	0	0	0	1	0
Ctsc	251	250	98	139	322	346	69	132
Rab38	100	61	68	90	64	78	45	71
Gm10159	870	605	607	1083	678	716	398	718
Tmem135	200	197	138	256	235	184	125	185
Fzd4	14	10	9	18	9	10	12	18
Prss23	0	0	0	0	0	0	0	0
1700019G06Rik	0	0	0	0	0	0	0	0
A230065N10Rik	0	0	0	0	0	0	0	0
Me3	0	0	0	0	0	0	0	0
Ccdc81	0	0	0	0	0	0	0	0
l7Rn6	316	249	320	449	248	240	220	287
Eed	1172	1024	1072	1845	1029	1087	808	1162
Gm5341	0	0	0	0	0	0	0	0
Picalm	1414	1323	1281	2067	1388	1419	899	1311
Ccdc83	0	0	0	0	0	0	0	0
Sytl2	0	0	1	0	0	0	0	0
Ccdc89	1	1	5	9	1	5	4	3
Crebzf	442	365	375	575	442	397	260	397
Tmem126a	132	98	90	180	89	90	89	126
Tmem126b	85	90	85	137	77	74	75	108
Dlg2	0	0	0	0	0	0	0	0
Ccdc90b	108	118	103	143	124	134	80	113
Ankrd42	8	8	6	9	9	13	7	6
Pcf11	826	788	644	978	780	911	449	677
4632427E13Rik	96	92	105	116	109	119	59	59
Rab30	44	27	15	30	28	25	14	16
4632434I11Rik	522	429	324	481	386	450	199	297
Prcp	335	251	187	245	240	241	104	161
Gm9934	0	0	0	0	1	0	0	0
AC138594.1	0	0	0	0	0	0	0	0
Gm9966	0	0	0	0	0	0	0	0
Odz4	676	572	526	787	528	675	428	573
Gm15412	0	0	0	0	0	0	0	0
Gm15414	0	0	0	0	0	0	0	0
Gm15413	0	0	0	0	1	1	0	0
Gm15416	0	0	0	0	0	0	0	0
Gm15415	0	0	0	0	0	0	0	0
C230038L03Rik	0	0	0	0	0	0	1	0
Nars2	94	96	79	90	95	99	42	67
Gab2	4	2	2	0	9	2	0	1
Usp35	52	55	46	61	53	56	39	60
Kctd21	33	25	16	32	44	40	31	25
Alg8	33	22	24	60	22	32	29	25
Ndufc2	423	333	299	553	334	335	240	330
Thrsp	0	0	2	0	0	0	0	0
Kctd14	3	1	1	2	1	2	1	2
Ints4	627	530	555	826	642	595	429	575
1810020D17Rik	24	16	13	35	20	20	12	18
Rsf1	738	648	475	827	687	711	356	542
1700006D18Rik	0	0	0	0	0	0	0	0
Gm15623	0	0	0	0	0	3	1	0
Clns1a	785	665	733	1072	613	682	507	669
Gm9990	5	5	6	4	2	12	1	4
Aqp11	13	8	10	21	7	9	4	7
Pak1	301	198	125	184	234	228	84	148
Gdpd4	0	0	0	0	0	0	0	0
Myo7a	0	1	0	0	1	0	0	0
Capn5	117	113	135	199	84	103	70	103
Omp	8	5	2	5	1	5	2	2
B3gnt6	0	0	0	0	0	0	0	0
Acer3	44	36	29	58	28	25	36	34
Tsku	211	168	114	128	229	219	74	97
Gucy2d	0	0	0	0	0	0	0	0
Lrrc32	0	0	0	0	0	0	0	0
A630091E08Rik	0	0	0	0	0	0	0	0
2210018M11Rik	263	267	190	297	282	358	146	197
Gm15506	0	0	0	0	1	0	1	1
Prkrir	635	460	486	702	494	484	302	441
Wnt11	22	14	14	21	13	14	2	5
Uvrag	209	179	141	201	201	179	122	139
Dgat2	0	4	6	8	1	9	0	5
Mogat2	6	9	0	1	19	10	0	0
Mtap6	62	43	16	34	70	82	11	11
Serpinh1	727	500	350	538	556	562	267	346
Gdpd5	8	6	4	1	3	4	2	3
Klhl35	0	0	0	0	0	0	0	0
Rps3	9994	7073	6530	11830	8020	8606	4450	7426
Arrb1	42	44	35	42	37	45	18	17
Gm4980	0	0	0	0	0	0	0	0
Slco2b1	0	0	0	0	0	0	0	0
Gm15635	0	0	0	0	0	0	0	0
Olfr520	0	0	0	0	0	0	0	0
Olfr521	0	0	0	0	0	0	0	0
F730035P03Rik	0	0	0	0	0	0	0	0
Neu3	19	16	10	13	10	15	2	6
Spcs2	422	335	344	533	336	358	224	369
Xrra1	1	0	0	0	0	0	0	0
Rnf169	892	768	381	559	774	885	281	391
Chrdl2	0	0	0	0	0	0	0	0
Pold3	404	366	311	500	367	408	238	328
Lipt2	29	30	33	43	41	41	35	33
Kcne3	0	0	0	0	0	0	0	0
Pgm2l1	107	84	64	74	102	108	42	43
P4ha3	0	0	0	0	0	0	0	0
Ppme1	403	272	229	369	320	329	152	240
C2cd3	334	307	261	302	300	373	210	254
Ucp3	2	2	3	4	0	0	0	3
Ucp2	945	880	804	1128	867	962	593	852
Dnajb13	3	5	3	4	1	4	0	6
Chchd8	57	30	21	43	44	41	19	32
Mrpl48	68	49	60	107	61	44	31	71
D630004N19Rik	4	1	0	0	0	2	0	0
Rab6a	696	544	514	872	639	643	429	607
Plekhb1	8	10	3	9	5	9	2	2
Fam168a	315	288	200	267	266	278	157	171
Relt	24	22	12	35	13	19	10	24
Arhgef17	272	276	205	294	251	283	138	214
P2ry6	1	1	0	3	1	0	0	0
P2ry2	1	0	2	2	0	0	0	2
Fchsd2	156	168	117	158	152	167	91	93
Atg16l2	14	15	7	11	8	16	8	7
Stard10	8	8	3	16	9	9	6	10
Gm20476	0	0	0	0	0	0	0	0
Arap1	198	189	139	238	154	196	104	126
Pde2a	10	9	11	18	4	8	8	6
Art2b	0	0	0	0	0	0	0	0
Clpb	523	436	322	529	395	452	250	286
Phox2a	1	0	3	3	0	2	0	5
Inppl1	533	434	301	482	430	435	229	341
Folr2	5	3	1	0	2	2	0	1
Folr1	69	36	54	119	49	48	27	53
3200002M19Rik	182	171	185	271	121	159	138	162
Tomt	1	0	0	3	0	0	0	0
2400001E08Rik	339	257	259	445	259	274	190	267
Lrrc51	2	0	0	0	0	1	0	1
Numa1	1707	1398	798	1304	1394	1594	687	882
Il18bp	8	9	11	4	1	10	3	9
Rnf121	178	134	160	214	177	179	102	144
Trpc2	237	230	214	321	208	234	163	220
Art5	5	2	4	1	1	4	3	3
Art1	0	0	0	0	1	0	0	0
Chrna10	0	1	0	0	0	0	0	0
Nup98	1905	1696	1279	1876	1734	2225	974	1328
Pgap2	256	184	189	244	184	224	102	202
Rhog	76	60	42	73	58	55	31	50
Stim1	151	95	100	165	114	104	66	70
Rrm1	1872	1531	1485	2326	1385	1647	1040	1498
Olfr543	0	0	0	0	0	0	0	0
Olfr544	0	0	0	0	0	0	0	0
Olfr545	0	0	0	0	0	0	0	0
Olfr547	0	0	0	0	0	0	0	0
Olfr548-ps1	0	0	0	0	0	0	0	0
Olfr549	0	0	0	0	0	0	0	0
Trim21	21	10	6	13	22	25	7	14
Olfr550	0	0	0	0	0	0	0	0
Olfr551	0	0	0	0	0	0	0	0
Olfr552	0	0	0	0	0	0	0	0
Olfr553	0	0	0	0	0	0	0	0
Olfr554	0	0	0	0	0	0	0	0
Olfr555	0	0	0	0	0	0	0	0
Olfr556	0	0	0	0	0	0	0	0
Trim68	2	6	3	3	7	12	2	7
Olfr557	0	0	0	0	0	0	0	0
Olfr558	0	0	0	0	0	0	0	0
Olfr33	0	0	0	0	0	0	0	0
Olfr559	0	0	0	0	0	0	0	0
Olfr78	0	0	0	0	0	0	0	0
Olfr561	0	0	0	0	0	0	0	0
Olfr564	0	0	0	0	0	0	0	0
Olfr566	0	0	0	0	0	0	0	0
Olfr568	0	0	0	0	0	0	0	0
Olfr569	0	0	0	0	0	0	0	0
Olfr570	0	0	0	0	0	0	0	0
Olfr571	0	0	0	0	0	0	0	0
Olfr572	0	0	0	0	0	0	0	0
Olfr573-ps1	0	0	0	0	0	0	0	0
Olfr574	0	0	0	0	0	0	0	0
Olfr575	0	0	0	0	0	0	0	0
Olfr576	0	0	0	0	0	0	0	0
Olfr577	0	0	0	0	0	0	0	0
Olfr578	0	0	0	0	0	0	0	0
Olfr582	0	0	0	0	0	0	0	0
Olfr583	0	0	0	0	0	0	0	0
Olfr584	0	0	0	0	0	0	0	0
Olfr585	0	0	0	0	0	0	0	0
Olfr586	0	0	0	0	0	0	0	0
Olfr589	0	0	0	0	0	0	0	0
Olfr591	0	0	0	0	0	0	0	0
Olfr592	0	0	0	0	0	0	0	0
Olfr593	0	0	0	0	0	0	0	0
Olfr594	0	0	0	0	0	0	0	0
Dub2a	0	0	0	0	3	1	0	0
Olfr596	0	0	0	0	0	0	0	0
Olfr597	0	0	0	0	0	0	0	0
Olfr598	0	0	0	0	0	0	0	0
Olfr599	0	0	0	0	0	0	0	0
Olfr600	0	0	0	0	0	0	0	0
Olfr601	0	0	0	0	0	0	0	0
Olfr603	0	0	0	0	0	0	0	0
Usp17l5	2	0	0	0	4	1	0	0
Olfr605	0	0	0	0	0	0	0	0
Olfr606	0	0	0	0	0	0	0	0
Olfr607	0	0	0	0	0	0	0	0
Olfr608	0	0	0	0	0	0	0	0
Olfr609	0	0	0	0	0	0	0	0
Olfr610	0	0	0	0	0	0	0	0
Olfr611	0	0	0	0	0	0	0	0
Olfr612	0	0	0	0	0	0	0	0
Olfr613	0	0	0	0	0	0	0	0
Olfr615	0	0	0	0	0	0	0	0
Olfr616	0	0	0	0	0	0	0	0
Olfr617	0	0	0	0	0	0	0	0
Olfr618	0	0	0	0	0	0	0	0
Olfr619	0	0	0	0	0	0	0	0
Olfr620	0	0	0	0	0	0	0	0
Olfr622	0	0	0	0	0	0	0	0
Olfr623	0	0	0	0	0	0	0	0
Olfr624	0	0	0	0	0	0	0	0
Olfr625-ps1	0	0	0	0	0	0	0	0
Olfr243	0	0	0	0	0	0	0	0
Olfr628	0	0	0	0	0	0	0	0
Olfr629	0	0	0	0	0	0	0	0
Olfr630	0	0	0	0	0	0	0	0
Olfr69	0	0	0	0	0	0	0	0
Olfr68	0	0	0	0	0	0	0	0
Olfr67	0	0	0	0	0	0	0	0
Hbb-b2	0	0	0	0	0	0	0	0
Hbb-b1	0	0	0	0	0	0	0	0
Hbb-bh2	0	0	0	0	0	0	0	0
Hbb-bh1	0	0	0	0	0	0	0	0
Hbb-y	0	0	0	0	0	0	0	0
Olfr66	0	0	0	0	0	0	0	0
Olfr64	0	0	0	0	0	0	0	0
Olfr65	0	0	0	0	0	0	0	0
Olfr631	0	0	0	0	0	0	0	0
Olfr632	0	0	0	0	0	0	0	0
Olfr633	0	0	0	0	0	0	0	0
Olfr635	0	0	0	0	0	0	0	0
4930516K23Rik	0	0	0	0	0	0	0	0
Olfr638	0	0	0	0	0	0	0	0
Olfr639	0	0	0	0	0	0	0	0
Olfr640	0	0	0	0	0	0	0	0
Olfr641	0	0	0	0	0	0	0	0
Olfr642	0	0	0	0	0	0	0	0
Olfr643	0	0	0	0	0	0	0	0
Olfr644	0	0	0	0	0	0	0	0
Olfr645	0	0	0	0	0	0	0	0
